Nome do alimento,Nível 1,Nível 2,Nível 3,Energia [kcal],Energia [kJ],Lípidos [g],Ácidos gordos saturados [g],Ácidos gordos monoinsaturados  [g],Ácidos gordos polinsaturados  [g],Ácido linoleico  [g],Ácidos gordos trans  [g],Hidratos de carbono  [g],Açúcares  [g],Oligossacáridos  [g],Amido  [g],Fibra   [g],Proteínas  [g],Sal   [g],Álcool  [g],Água  [g],Ácidos orgânicos  [g],Colesterol  [mg],Vitamina A   [µg],Caroteno  [µg],Vitamina D  [µg],alfa-tocoferol  [mg],Tiamina  [mg],Riboflavina  [mg],Niacina  [mg],Equivalentes de niacina  [mg],Triptofano/60  [mg],Vitamina B6  [mg],Vitamina B12  [µg],Vitamina C  [mg],Folatos  [µg],Cinza  [g],Sódio  [mg],Potássio  [mg],Cálcio  [mg],Fósforo  [mg],Magnésio  [mg],Ferro  [mg],Zinco  [mg],Selénio  [µg],Iodo  [µg]
"Leite magro sem lactose, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,36,152,0.2,0.1,0.1,0.0,0.0,0.0,5.1,4.9,0.0,0.0,0.0,3.4,0.1,0.0,90.5,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.18,0.1,0.8,0.7,0.05,0.11,0.0,1.0,0.77,41.0,160.0,110.0,82.0,10.0,0.1,0.4,,16.0
"Leite magro, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,35,149,0.2,0.1,0.1,0.0,0.0,0.0,4.9,4.9,0.0,0.0,0.0,3.4,0.1,0.0,90.5,0.0,1.0,0.0,0.0,0.0,0.0,0.05,0.18,0.1,0.8,0.7,0.05,0.11,0.0,1.0,0.77,41.0,160.0,110.0,82.0,10.0,0.1,0.4,,16.0
Molho de carne de vaca estufada com azeite e margarina,"Temperos, molhos e condimentos",Condimentos (incluindo formatos de mesa),Molhos salgados,260,1070,27.9,7.0,17.2,3.6,3.2,0.0,0.4,0.3,0.1,0.0,0.1,1.7,0.6,0.0,69.5,0.0,6.0,50.0,53.0,0.1,3.0,0.01,0.02,0.3,0.7,0.4,0.03,0.11,1.0,1.8,0.5,230.0,51.0,5.0,23.0,3.0,0.2,0.5,,
Sopa de peixe,Pratos compostos,Sopas e saladas,Sopas (prontas a comer),17,70,0.6,0.2,0.2,0.1,0.0646,0.0,1.3,0.9,0.2,0.3,0.4,1.3,0.6,0.0,95.4,0.0,3.0,14.0,70.0,0.5,0.27,0.04,0.01,0.45,0.68,0.23,0.08,0.11,4.2,6.0,0.92,250.0,97.0,10.0,22.0,7.8,0.2,0.2,,
Açorda de ovo,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",108,454,4.0,0.7,2.2,0.6,0.552,0.0,14.0,0.5,0.0,13.5,0.9,3.6,0.8,0.0,76.5,0.0,48.0,22.0,0.0,0.2,0.57,0.02,0.1,0.32,1.2,0.89,0.06,0.12,0.0,13.0,1.0,320.0,45.0,16.0,60.0,10.0,0.8,0.4,,
"Leite meio gordo sem lactose, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,48,202,1.6,0.9,0.4,0.0,0.0,0.1,5.1,4.9,0.0,0.0,0.0,3.3,0.1,0.0,89.1,0.0,8.0,22.0,12.0,0.1,0.03,0.04,0.18,0.2,0.9,0.7,0.05,0.12,0.0,1.0,0.76,40.0,160.0,110.0,81.0,9.0,0.1,0.5,,16.0
"Leite meio gordo, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,47,199,1.6,0.9,0.4,0.0,0.0,0.1,4.9,4.9,0.0,0.0,0.0,3.3,0.1,0.0,89.1,0.0,8.0,22.0,12.0,0.1,0.03,0.04,0.18,0.2,0.9,0.7,0.05,0.12,0.0,1.0,0.76,40.0,160.0,110.0,81.0,9.0,0.1,0.5,,16.0
Tarte de maçã e pêssego,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Massa quebrada (tartes),224,945,6.2,2.4,2.1,0.8,0.688,0.2,36.7,21.8,0.0,15.0,1.9,4.4,0.1,0.0,49.7,0.1,46.0,49.0,60.0,0.2,1.14,0.05,0.14,0.49,1.49,1.0,0.09,0.12,2.3,9.5,0.817,54.0,180.0,57.0,87.0,21.0,0.7,0.5,,
Açorda à alentejana,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",95,400,3.3,0.7,1.7,0.6,0.512,0.0,12.3,0.5,0.0,11.8,0.9,3.5,0.6,0.0,79.1,0.0,51.0,27.0,16.0,0.2,0.52,0.02,0.1,0.3,1.18,0.88,0.07,0.13,1.8,13.0,0.818,230.0,58.0,17.0,58.0,9.4,0.8,0.4,,
Arroz de frango,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),205,860,7.6,1.5,3.9,1.2,1.01,0.0,25.2,0.7,0.1,24.4,1.0,8.4,0.9,0.0,56.9,0.0,31.0,20.0,83.0,0.1,0.73,0.04,0.08,1.8,4.36,1.53,0.14,0.13,2.4,8.0,1.4,350.0,95.0,12.0,71.0,19.0,0.5,0.7,,
Açorda de bacalhau,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",69,290,3.5,0.6,2.4,0.4,0.336,0.0,5.7,0.4,0.1,5.3,0.5,3.4,0.6,0.0,86.9,0.0,23.0,9.0,10.0,0.6,0.56,0.02,0.04,0.24,1.07,0.82,0.04,0.14,1.4,6.4,0.717,240.0,40.0,14.0,39.0,7.2,0.4,0.3,,
Biscoitos caseiros,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Biscoitos/bolachas,423,1780,11.0,4.7,3.3,1.1,1.07,0.3,73.4,32.0,0.0,41.5,1.9,6.7,0.2,0.0,6.4,0.0,78.0,76.0,4.0,0.3,1.22,0.06,0.09,0.64,2.18,1.52,0.12,0.14,0.0,11.0,0.675,86.0,110.0,28.0,120.0,27.0,1.1,0.8,,
Bolo-Rei,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Bolos,407,1710,14.9,5.9,3.6,3.2,2.78,0.4,57.4,17.0,0.0,40.4,2.1,7.9,0.8,1.0,15.2,0.0,81.0,91.0,12.0,0.3,1.13,0.08,0.1,0.8,2.55,1.73,0.14,0.14,0.0,19.0,1.38,310.0,150.0,35.0,130.0,38.0,1.3,1.1,,
Cerveja branca,Bebidas alcoólicas,Cerveja e bebidas similares,Cerveja,30,123,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.4,0.0,3.7,91.6,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.5,0.5,0.0,0.01,0.14,0.0,4.1,0.16,11.0,52.0,9.0,17.0,11.0,0.3,0.0,,
Molho de bife frito com manteiga,"Temperos, molhos e condimentos",Condimentos (incluindo formatos de mesa),Molhos salgados,379,1560,41.0,23.2,9.6,1.2,1.0,1.7,0.4,0.4,0.0,0.0,0.0,2.0,1.2,0.0,55.8,0.0,121.0,224.0,18.0,0.1,1.0,0.01,0.03,0.3,0.8,0.5,0.03,0.14,0.0,1.4,1.1,470.0,46.0,10.0,27.0,4.0,0.3,0.5,,
Caldeirada de bacalhau,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",67,279,2.1,1.0,0.5,0.7,0.57,0.0,7.1,2.0,0.2,5.0,1.2,4.2,0.9,0.0,83.9,0.0,8.0,56.0,254.0,0.7,0.54,0.1,0.03,0.83,1.61,0.77,0.23,0.15,17.4,21.0,1.33,350.0,250.0,17.0,42.0,14.0,0.4,0.3,,
Cerveja preta,Bebidas alcoólicas,Cerveja e bebidas similares,Cerveja,23,94,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.5,0.0,2.6,93.3,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.5,0.5,0.0,0.02,0.15,0.0,4.5,0.2,14.0,65.0,11.0,19.0,14.0,0.4,0.0,,
Leite de ovelha cru,Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,93,388,6.2,3.3,1.5,0.2,0.2,0.3,4.2,4.2,0.0,0.0,0.0,5.1,0.1,0.0,86.9,0.0,55.0,50.0,0.0,0.2,0.11,0.06,0.15,0.2,1.1,0.9,0.07,0.15,5.0,5.0,0.93,37.0,120.0,190.0,140.0,15.0,0.2,0.7,,
Pastel de nata,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Bolos,299,1260,10.2,4.6,2.9,1.3,1.2,0.3,48.5,28.0,0.0,20.5,1.0,2.9,0.4,0.0,36.8,0.0,72.0,98.0,4.0,0.2,0.4,0.1,0.07,0.4,1.3,0.9,0.05,0.15,0.0,6.4,0.6,140.0,100.0,26.0,51.0,7.0,1.0,0.2,,
Queijo de cabra Pure chèvre,Leite e produtos lácteos,Queijo,Queijo curado,286,1190,25.0,17.0,4.7,0.6,0.5,0.8,2.0,2.0,0.0,0.0,0.0,13.0,1.0,0.0,51.6,0.4,107.0,320.0,4.0,0.5,0.53,0.02,0.89,1.43,6.33,4.9,0.25,0.15,0.0,84.2,2.18,400.0,230.0,120.0,210.0,16.0,0.3,0.6,,
"Queijo de cabra atabafado, curado",Leite e produtos lácteos,Queijo,Queijo curado,313,1300,24.0,18.6,4.5,0.6,0.5,0.8,2.7,2.7,0.0,0.0,0.0,18.2,2.8,0.0,47.3,4.5,94.0,320.0,4.0,0.0,0.7,0.01,0.15,0.3,5.2,4.9,0.07,0.15,0.0,21.0,5.72,1100.0,120.0,810.0,610.0,46.0,0.2,3.7,,
Queijo de cabra curado,Leite e produtos lácteos,Queijo,Queijo curado,382,1590,30.5,23.4,5.7,0.8,0.6,1.0,2.5,2.5,0.0,0.0,0.0,21.0,1.5,0.0,47.3,4.5,94.0,320.0,4.0,0.0,0.7,0.01,0.15,0.3,5.2,4.9,0.07,0.15,0.0,21.0,3.91,600.0,120.0,810.0,610.0,46.0,0.2,3.7,,
"Peito de frango sem pele, estufado com azeite e margarina",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",124,523,3.3,0.9,1.6,0.6,0.544,0.0,1.7,1.5,0.2,0.0,0.7,21.4,1.1,0.0,70.8,0.2,61.0,35.0,177.0,0.1,0.71,0.1,0.13,6.0,14.3,3.97,0.33,0.16,7.0,13.0,2.0,430.0,280.0,15.0,150.0,27.0,0.7,0.7,,
"Peito de frango sem pele, estufado com margarina",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",121,512,3.0,1.2,0.8,0.8,0.721,0.0,1.7,1.5,0.2,0.0,0.7,21.4,1.1,0.0,71.0,0.2,61.0,43.0,183.0,0.1,0.53,0.1,0.13,6.0,14.3,3.97,0.33,0.16,7.0,13.0,2.05,450.0,280.0,15.0,150.0,27.0,0.7,0.8,,
Rancho com carne de porco,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",107,447,6.2,1.7,2.9,0.9,0.817,0.0,6.8,0.8,0.3,5.8,1.5,4.8,0.4,0.3,79.3,0.0,12.0,34.0,200.0,0.1,0.48,0.16,0.05,1.3,2.12,0.91,0.13,0.16,12.0,34.0,1.01,160.0,170.0,25.0,60.0,15.0,0.9,0.6,,
Rissol de camarão,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Sanduíches, pizzas e outros produtos similares recheados",211,885,8.6,1.1,1.8,5.4,5.4,0.0,26.6,1.3,0.0,25.3,1.4,6.1,1.0,0.0,56.1,0.0,21.0,9.0,1.0,0.1,5.2,0.04,0.03,0.5,1.9,1.4,0.06,0.16,1.0,9.1,1.1,400.0,87.0,48.0,82.0,14.0,1.2,0.7,,
Nata UHT 35% gordura,Leite e produtos lácteos,"Leite, soro de leite  e nata",Nata e produtos de nata,335,1380,35.0,20.0,7.9,1.0,0.9,1.2,3.1,3.1,0.0,0.0,0.0,1.8,0.1,0.0,59.7,0.0,74.0,479.0,247.0,0.2,1.9,0.02,0.17,0.3,0.7,0.4,0.02,0.17,0.0,3.0,0.4,28.0,98.0,61.0,52.0,5.0,0.2,0.2,,
"Peito de frango com pele, estufado com azeite e margarina",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",189,791,10.3,2.5,3.8,1.9,1.82,0.0,1.7,1.5,0.2,0.0,0.7,22.1,1.0,0.0,62.8,0.0,76.0,36.0,183.0,0.3,0.74,0.1,0.13,5.1,12.0,4.09,0.35,0.17,7.2,12.0,1.93,390.0,270.0,26.0,140.0,19.0,1.1,0.8,,
"Peito de frango com pele, estufado com margarina",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",187,780,10.0,2.9,3.0,2.1,2.0,0.0,1.7,1.5,0.2,0.0,0.7,22.1,1.0,0.0,63.0,0.0,76.0,44.0,188.0,0.3,0.56,0.1,0.13,5.1,12.0,4.09,0.35,0.17,7.2,12.0,1.98,410.0,270.0,26.0,140.0,20.0,1.1,0.8,,
"Leite gordo sem lactose, enriquecido com vitaminas A, D, E e B9 (ácido fólico), UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,62,258,3.5,2.2,0.8,0.1,0.1,0.1,4.6,4.6,0.0,0.0,0.0,3.0,0.1,0.0,88.1,0.0,13.0,117.0,29.0,0.8,1.7,0.04,0.14,0.2,0.9,0.7,0.04,0.18,0.0,29.0,0.75,43.0,160.0,110.0,77.0,9.0,0.1,0.4,,
"Leite gordo, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,62,260,3.5,2.0,0.8,0.1,0.1,0.1,4.7,4.7,0.0,0.0,0.0,3.0,0.1,0.0,88.1,0.0,13.0,59.0,29.0,0.1,0.07,0.04,0.14,0.2,0.9,0.7,0.04,0.18,0.0,1.0,0.75,43.0,160.0,110.0,77.0,9.0,0.1,0.4,,
"Leite magro de pastagem, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,33,139,0.1,0.1,0.0,0.0,0.0,0.0,4.9,4.8,0.0,0.0,0.0,3.1,0.1,0.0,91.2,0.0,4.0,0.0,0.0,0.0,0.02,0.05,0.18,0.1,0.8,0.7,0.05,0.18,0.0,1.0,0.7,34.0,220.0,120.0,91.0,10.0,0.1,0.4,,14.0
"Leite meio gordo aromatizado, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,60,252,1.8,1.0,0.4,0.1,0.1,0.1,7.9,7.9,0.0,0.0,0.0,3.0,0.1,0.0,86.6,0.0,8.0,31.0,15.0,0.1,0.03,0.03,0.16,0.2,0.9,0.7,0.05,0.19,0.0,2.0,0.72,42.0,150.0,110.0,86.0,9.0,0.4,0.5,,
"Leite meio gordo de pastagem, UHT",Leite e produtos lácteos,"Leite, soro de leite  e nata",Leite,46,192,1.5,1.0,0.4,0.0,0.0,0.1,5.0,4.9,0.0,0.0,0.0,3.0,0.1,0.0,89.9,0.0,6.0,21.0,12.0,0.1,0.04,0.04,0.18,0.2,0.9,0.7,0.05,0.19,0.0,1.0,0.7,34.0,160.0,120.0,89.0,9.0,0.1,0.5,,15.0
Nata maturada pasteurizada 30% gordura,Leite e produtos lácteos,"Leite, soro de leite  e nata",Nata e produtos de nata,306,1260,32.0,18.0,7.2,0.9,0.8,1.1,2.7,2.7,0.0,0.0,0.0,1.9,0.1,0.0,63.0,0.0,66.0,450.0,232.0,0.2,1.6,0.02,0.16,0.3,0.7,0.4,0.04,0.19,1.0,7.0,0.4,28.0,100.0,60.0,54.0,5.0,0.8,0.2,,
Vaca magra estufada à jardineira,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",111,465,4.4,1.1,2.7,0.3,0.296,0.1,11.4,1.8,0.2,9.4,1.8,5.5,0.9,0.0,75.2,0.0,11.0,192.0,1150.0,0.1,0.56,0.19,0.04,1.4,2.78,1.07,0.27,0.19,9.0,22.0,1.73,370.0,370.0,20.0,73.0,16.0,0.7,1.0,,
Arroz de bacalhau com margarina,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),91,383,2.1,1.0,0.4,0.6,0.552,0.0,12.2,0.8,0.1,11.2,0.7,5.4,1.0,0.0,78.4,0.0,11.0,79.0,396.0,1.0,0.34,0.04,0.03,0.69,1.69,1.0,0.1,0.2,5.2,8.7,1.32,400.0,110.0,16.0,47.0,11.0,0.3,0.4,,
Chouriço de sangue cozido sem adição de sal,Carne e produtos cárneos,Enchidos,Enchidos preservados ou parcialmente preservados,263,1090,24.2,9.4,10.9,2.0,1.6,0.1,0.0,0.0,0.0,0.0,0.0,11.2,2.5,0.0,61.9,0.0,111.0,10.0,0.0,0.8,0.2,0.08,0.1,0.8,3.0,2.2,0.03,0.2,0.0,3.2,2.7,1000.0,170.0,43.0,70.0,19.0,14.0,1.3,,
Iogurte grego com fruta açucarado,Leite e produtos lácteos,Leite ou nata fermentados,Produtos de leite fermentados,113,475,5.0,3.2,1.3,0.2,0.1,0.1,13.7,13.7,0.0,0.0,0.8,2.7,0.1,0.0,75.0,0.4,17.0,121.0,36.0,0.1,0.38,0.01,0.12,0.0,0.0,0.0,0.0,0.2,0.0,1.7,0.7,33.0,150.0,95.0,80.0,9.0,0.0,0.3,,
Iogurte grego natural,Leite e produtos lácteos,Leite ou nata fermentados,Produtos de leite fermentados,85,354,6.6,4.2,1.6,0.2,0.2,0.2,4.8,4.8,0.0,0.0,0.0,1.4,0.1,0.0,83.9,0.4,17.0,121.0,36.0,0.1,0.38,0.02,0.17,0.0,0.0,0.0,0.03,0.2,0.0,1.7,0.75,32.0,140.0,100.0,97.0,8.4,0.0,0.3,,
Madalena,Cereais e produtos à base de cereais,Produtos de pastelaria fina,Bolos,443,1860,22.6,3.0,5.0,13.3,13.3,0.1,54.7,36.2,0.0,18.5,0.7,4.9,0.3,0.0,16.2,0.0,77.0,39.0,2.0,0.3,12.8,0.04,0.1,0.3,1.54,1.23,0.09,0.2,0.0,7.5,0.711,130.0,85.0,34.0,140.0,13.0,0.7,0.6,,
Molho de carne de vaca assada com azeite e margarina,"Temperos, molhos e condimentos",Condimentos (incluindo formatos de mesa),Molhos salgados,586,2410,64.0,19.5,34.0,10.3,9.2,0.0,0.3,0.3,0.0,0.0,0.1,2.1,1.2,0.0,32.7,0.0,7.0,168.0,112.0,0.1,4.9,0.02,0.02,0.4,0.8,0.4,0.04,0.2,0.0,0.2,1.1,470.0,47.0,5.0,25.0,3.0,0.3,0.4,,
Molho de lombo de vaca frito com margarina,"Temperos, molhos e condimentos",Condimentos (incluindo formatos de mesa),Molhos salgados,372,1530,40.3,20.2,8.7,11.2,10.1,0.0,0.2,0.2,0.0,0.0,0.0,2.2,1.7,0.0,55.5,0.0,7.0,240.0,160.0,0.1,0.0,0.01,0.02,0.3,0.8,0.5,0.03,0.2,0.0,1.4,1.8,690.0,42.0,4.0,18.0,3.0,0.3,0.5,,
Nata para bater pasteurizada 34% gordura,Leite e produtos lácteos,"Leite, soro de leite  e nata",Nata e produtos de nata,323,1330,34.0,19.0,8.0,1.0,0.9,1.2,2.1,2.1,0.0,0.0,0.0,2.2,0.1,0.0,61.2,0.0,122.0,444.0,230.0,0.2,1.5,0.02,0.15,0.1,0.6,0.5,0.02,0.2,0.0,3.0,0.5,30.0,98.0,55.0,54.0,6.0,0.1,0.2,,
Nata pasteurizada 33% gordura,Leite e produtos lácteos,"Leite, soro de leite  e nata",Nata e produtos de nata,317,1300,33.0,18.5,7.5,0.9,0.9,1.1,2.9,2.9,0.0,0.0,0.0,2.0,0.1,0.0,61.6,0.0,97.0,360.0,186.0,0.3,1.1,0.02,0.16,0.2,0.7,0.5,0.03,0.2,1.0,7.0,0.5,37.0,110.0,32.0,62.0,3.0,0.1,0.2,,
Nata pasteurizada 36% gordura,Leite e produtos lácteos,"Leite, soro de leite  e nata",Nata e produtos de nata,340,1400,36.0,20.2,8.1,1.0,0.9,1.2,1.9,1.9,0.0,0.0,0.0,2.0,0.1,0.0,59.6,0.0,91.0,516.0,267.0,0.2,1.1,0.02,0.26,0.2,0.7,0.5,0.04,0.2,1.0,7.0,0.5,28.0,100.0,64.0,59.0,6.0,0.2,0.2,,
Sopa de cozido,Pratos compostos,Sopas e saladas,Sopas (prontas a comer),36,151,1.4,0.5,0.6,0.1,0.1,0.1,2.9,0.6,0.0,2.3,0.7,2.6,0.6,0.0,92.2,0.0,5.0,50.0,305.0,0.1,0.1,0.03,0.02,0.6,1.1,0.5,0.06,0.2,7.0,13.0,0.9,240.0,110.0,14.0,38.0,7.0,0.2,0.4,,
Molho de lombo de vaca frito com creme vegetal sem sal,"Temperos, molhos e condimentos",Condimentos (incluindo formatos de mesa),Molhos salgados,350,1440,37.8,9.1,9.1,19.3,19.2,0.1,0.2,0.2,0.0,0.0,0.0,2.2,0.2,0.0,59.6,0.0,7.0,240.0,128.0,0.1,20.0,0.01,0.02,0.3,0.8,0.5,0.03,0.21,0.0,1.4,0.2,95.0,52.0,6.0,23.0,4.0,0.2,0.4,,
"Rancho com carne de galinha, porco e vaca",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",84,352,3.9,1.3,1.4,0.6,0.522,0.0,6.5,1.1,0.1,5.3,1.3,5.1,0.4,0.0,82.3,0.0,13.0,92.0,552.0,0.1,0.17,0.12,0.05,1.5,2.44,1.02,0.15,0.22,17.8,26.0,0.92,150.0,200.0,26.0,65.0,16.0,0.6,0.6,,
Salsicha fresca estufada com legumes e azeite,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",121,504,8.9,2.8,3.6,0.9,0.774,0.0,3.7,1.2,0.1,2.5,1.4,5.9,0.8,0.0,78.4,0.0,16.0,106.0,633.0,0.0,0.35,0.13,0.04,1.1,2.22,0.84,0.13,0.22,16.6,35.0,1.73,320.0,200.0,27.0,82.0,12.0,1.1,0.6,,
"Bacalhau com natas, com queijo ralado",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",167,693,12.6,6.3,4.0,0.5,0.43,0.4,7.6,2.1,0.3,5.2,0.9,5.3,0.9,0.0,72.0,0.0,31.0,142.0,73.0,0.8,1.01,0.12,0.08,0.85,1.89,1.03,0.22,0.23,7.0,19.0,1.45,370.0,240.0,52.0,69.0,15.0,0.4,0.4,,
"Imperador assado com cebola, tomate, azeite e óleo alimentar",Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",94,393,3.1,0.4,1.3,1.3,1.15,0.0,1.4,1.2,0.2,0.0,0.5,13.7,0.8,0.6,78.9,0.0,23.0,24.0,101.0,1.7,1.86,0.08,0.02,2.5,5.48,2.5,0.14,0.23,4.1,11.0,1.69,320.0,290.0,19.0,140.0,27.0,0.4,0.4,,
Pizza de queijo e tomate,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Sanduíches, pizzas e outros produtos similares recheados",271,1140,10.1,3.3,4.6,0.8,0.76,0.3,33.2,2.2,0.0,31.0,2.3,10.5,1.0,0.0,41.7,0.3,15.0,82.0,260.0,0.1,1.36,0.07,0.13,1.1,3.43,2.32,0.14,0.23,6.5,29.0,1.93,400.0,210.0,240.0,230.0,32.0,1.2,1.2,,
Perdiz estufada com margarina,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",212,884,11.4,5.2,2.9,2.9,2.55,0.0,0.7,0.4,0.1,0.2,0.2,24.7,1.5,1.0,58.8,0.0,66.0,68.0,71.0,0.2,0.05,0.15,0.19,2.9,10.7,6.38,0.41,0.24,2.3,6.5,2.8,580.0,180.0,24.0,130.0,28.0,4.0,2.5,,
Salada de bacalhau com grão,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",115,481,4.9,0.7,2.8,0.8,0.745,0.0,7.6,0.9,0.4,6.3,2.8,8.7,1.8,0.0,73.4,0.0,13.0,29.0,169.0,1.1,1.15,0.09,0.06,0.65,2.05,1.39,0.12,0.24,10.6,35.0,2.29,730.0,200.0,46.0,75.0,28.0,1.3,0.8,,
Canja de frango com aipo,Pratos compostos,Sopas e saladas,Sopas (prontas a comer),56,236,1.7,0.5,0.6,0.3,0.268,0.0,2.3,0.2,0.1,2.1,0.2,7.8,0.7,0.0,86.9,0.0,29.0,3.0,0.0,0.1,0.09,0.06,0.07,2.7,4.05,1.46,0.14,0.25,0.7,5.6,1.07,270.0,150.0,10.0,71.0,14.0,0.4,0.4,,
"Codorniz com pele, estufada com azeite",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de aves,234,976,13.4,3.4,5.6,2.9,2.29,0.0,0.7,0.3,0.1,0.3,0.2,25.6,1.3,1.1,56.8,0.0,71.0,85.0,0.0,0.3,0.47,0.11,0.23,5.4,15.5,6.18,0.45,0.25,0.8,5.5,2.32,500.0,160.0,17.0,190.0,28.0,2.7,2.7,,
"Peito de frango sem pele, cozido",Carne e produtos cárneos,Carne de mamiferos e de aves,Carne de aves,148,627,1.1,0.3,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,34.5,0.6,0.0,63.1,0.0,94.0,0.0,0.0,0.2,0.1,0.1,0.2,9.0,15.0,6.4,0.34,0.25,0.0,12.0,1.26,230.0,300.0,6.0,220.0,29.0,0.7,1.2,,2.4
Almôndegas de porco,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",234,983,8.9,2.8,3.6,1.3,1.21,0.1,29.2,2.2,0.2,26.8,2.2,8.0,0.9,0.0,49.7,0.3,75.0,55.0,111.0,0.4,0.6,0.16,0.18,1.5,3.27,1.73,0.2,0.26,12.6,30.0,1.69,370.0,210.0,54.0,140.0,25.0,1.6,1.0,,
Arroz de cabidela,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)",Pratos à base de massas alimentícias e arroz (ou outro cereal),105,444,1.9,0.3,1.1,0.3,0.249,0.0,12.2,0.3,0.1,11.8,0.5,9.4,0.5,0.0,74.9,0.2,31.0,12.0,50.0,0.1,0.3,0.08,0.07,3.2,4.91,1.79,0.2,0.26,4.3,12.0,1.04,200.0,190.0,13.0,90.0,15.0,0.5,0.6,,
Bacalhau à Gomes de Sá,Pratos compostos,"Pratos, incl. refeições prontas a comer (excluindo sopas e saladas)","Pratos, excluindo pratos  de massa ou arroz, sanduíches e pizza",139,581,6.3,1.0,4.6,0.6,0.4,0.0,13.1,1.5,0.2,11.4,1.4,6.7,1.3,0.0,71.0,0.0,39.0,14.0,0.0,1.0,1.2,0.13,0.06,1.0,2.4,1.4,0.26,0.26,7.0,17.0,1.5,530.0,280.0,23.0,68.0,16.0,0.4,0.5,,
